"NBa7we src","d4r55","RfnDt","eaLgGf","hCCjke","rsqaWe","wiI7pd","w8nwRe","dSlJg","Hzvxle","pkWtMe","dSlJg 2","znYl0","uEubGf","bC3Nkc"
"https://lh3.googleusercontent.com/a-/ALV-UjVIBHzKOICnelURWKTB08ft1CnK_t1gWVBM4MxevBzSugI=w54-h54-p-rp-mo-ba3-br100","Sayef Sufi K","Local Guide · 26 reviews · 20 photos","","","5 years ago","The entire university clearly indicates a replica of garbage excluding teaching staff (As of I have no experience) but for sure including office staff there...I went for my M.Sc admission and have a very bad experiences with staff..I'll suggest student to go for Autonomous colleges like Xavier's ,Ruia, Mithibai,Somaiya or Jai hind..","","","Like","7","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWXUjyPod6QlfcRn2TDJsNPFWpA7mwvINQzHWEmyIEzwAw=w54-h54-p-rp-mo-br100","rohan mahadik","3 reviews","","","5 years ago","I'm given my Tybcom exam on April 2017 and the result declared on August 2017. Unfortunately I got kt in one subject. That's why I fill revaluation form. I was passed in revaluation in November 2017. Today is April 2018. Im still waiting for my result (passing marksheet). One of the wrost University ever.","","","Like","11","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXsFopHnGNKMb3A3BOSi9EARw1JiVjzzWqc2WW687IQmA4=w54-h54-p-rp-mo-ba3-br100","vijoy mitra","Local Guide · 27 reviews · 2 photos","","","7 years ago","Pathetic, just pathetic. No response from anyone when you email. No one picks up the phone when you call. Nobody knows anything when you go there. The teachers themselves are clueless about what's going on. Dont take admission here. Find a better university. You will only struggle.","","","Like","62","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJ94T3YGuvWq5BZFFDUNSC0NLGJ6ojA0gnJOhvabOKq=w54-h54-p-rp-mo-br100","Scyfer Nair","1 review","","","11 years ago","Please do not come to Mumbai University if you get admission in any college under it. It is the worst university to study at...recently there was a article in paper as well that students of 2010 pass out still do not have their mark sheets …","More","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUvBcP6c2epuUmcJ3L7xis-s6y4mjVZ5DjQCvz7nJfPOg=w54-h54-p-rp-mo-br100","Rajendra Shinde","1 review","","","7 years ago","University should set up a customer service department which is available 24/7 so that students can get their queries sorted out as well it should have a redressal/complaint cell where students can voice out their concerns about staff or …","More","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVzNad4Z-OFSOgDsJg9u5vuAn56UD-Pra7Fpt-qWwMyLIG2=w54-h54-p-rp-mo-ba6-br100","Kshitij Satam","Local Guide · 326 reviews · 1,866 photos","","","7 years ago","This one is north gate of University. From here Santacruz Station East is 1.9 km (10 mins) …","More","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXqfa_Ly7D79lUUUSPs2F96PtZLyQkTHlEijvRz2qU4TE0=w54-h54-p-rp-mo-br100","Nilesh Pathak","1 review","","","7 years ago","Poor experience...i am a student of Tybms from nirmala college,,,On 9th my exama are scheduled by MU but I havent got my hall ticket as well...Poor management by MU on a whole,,there is student query solving available in their website as well.thus not even 1star","","","Like","8","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXJpnrYc0Y_6zyADVegATLmsWsFo48Qp0bmD5hFo20G4w=w54-h54-p-rp-mo-br100","aditi talreja","3 reviews","","","6 years ago","If there was an option of no stars I would give that. Gave my exams in APRIL, haven't received my results till OCTOBER. Why are these institutions run by people who can't handle pressure and MISPLACE EXAM PAPERS?! There are students who work bloody hard. A bloody JOKE. LOSING PAPERS. SHAME ON MUMBAI UNIVERSITY!!!!!!!","","","Like","7","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUh7l6PrymfSTBGcEyddL7taEWPOwRa1COOX0hPr2hWnw=w54-h54-p-rp-mo-br100","Nilesh Nagare","5 reviews","","","8 years ago","Standards of services needs to be updated and people willing to work are to be appointed.
Trying to call on the numbers available but no response from last 3 working …","More","","Like","3","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVkQfhDzitlXceFQQdl17jQAdAxUcTLRfc0WwwLMYByRzz3=w54-h54-p-rp-mo-ba6-br100","Mahesh Dilip Salvi","Local Guide · 113 reviews · 4,058 photos","","","6 years ago","All UNIVERSITY campus/area/premises is very large; be sure to follow map or capture photo of one of the map board.
For western line (from Santacruz) autos with ideal(library/building) & Mahatma …","More","","Like","5","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU9kfXiaRgB0g0NbzWuSAn7WAy25HEQ_skvGnB5Goy1E-A=w54-h54-p-rp-mo-br100","Amritpal Singh","2 reviews","","","7 years ago","very pathetic system is been followed, if you really want to see an Education System then visit Mumbai University... they are still old fashioned and work like typical Government Servant / Babu.... No one is helping students and niether …","More","","Like","7","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWG30YSedWOB4U3RO634oTNyxuGXFSZ7FjqOI5CIHfQyhpN=w54-h54-p-rp-mo-ba3-br100","Purple Nachos","Local Guide · 49 reviews · 6 photos","","","3 years ago","It was good, the university could be better maintained but otherwise it was good","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVkckZW-tD9cUVMyIHEfyrGJHOj2OZ4-TKVeHc2zWt0iw8=w54-h54-p-rp-mo-br100","Abhi Chaudhary","25 reviews","","","a year ago","The University of Mumbai is one of the oldest and premier Universities of India.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJy0wcb4yL3wa7B1jE28yHPZhHIB3_EE5z_XD1jpSB6=w54-h54-p-rp-mo-br100","Nasir Shaikh","1 review","","","4 years ago","They will fail u purposely. Just to earn money...no questions will be answered...my own experience in examination...they fail u..then u hve to pay revaluation  fees and thn aftr rechecked...the same paper where u got 10 or 7 marks out off …","More","","Like","7","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWkjn0_1xIR41TdVWFDUh5Zh6Qs8V6APFsYbDhHH0MOFzw=w54-h54-p-rp-mo-ba3-br100","Vikas Rathod","Local Guide · 25 reviews · 34 photos","","","2 years ago","Mumbai University is a largest educational system in Maharashtra state I hade completed my education in this university","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVCKKhgISDr3IKZbH6geD8_ut62NfMcSW0e2PxdCEsllJI=w54-h54-p-rp-mo-br100","Siddhartha Krishna","9 reviews","","","a year ago","One of the oldest universities of India still keeping its reputation intact","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUsnwOLydmJxXWLY--_MpaY_VMn0FbIeT84eArdVqayKFxh=w54-h54-p-rp-mo-br100","Uttara Rajdeo","2 reviews · 1 photo","","","a year ago","You are in happening city... it is well managed..","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLGbONRpAnzJQ7Blg8lVKTdNaD6rlQEN_wiYlv6kq9D=w54-h54-p-rp-mo-ba3-br100","dhaval chavan","Local Guide · 18 reviews · 1 photo","","","6 years ago","Shame on the people working in this university for spoiling its name which has been maintained since 1857. Mumbai university has lost its fame due to corrupt staff and workers","","","Like","8","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJfhHz4-cgTgiR9HIrK875qdU8PJ_eCRjF2jdwEINgy=w54-h54-p-rp-mo-ba3-br100","Vinit Kumar Singh","Local Guide · 24 reviews · 9 photos","","","a year ago","It is one of the best institute in India. Excellent study environment.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJVgNqvF2NR1_2t1ak7qwroe7q3PG6YgAkt1xkMzTNp=w54-h54-p-rp-mo-br100","Manish Rawat","7 reviews","","","a year ago","Very neat and clean place. View from there is so good.. just love this place must visit.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW8-qAJyzAPbrPI9DnypV5uSwDe5MgSRrDE5DGE0roXgg=w54-h54-p-rp-mo-br100","sumit bhatnagar","12 reviews","","","a year ago","Nice place to study excellent teaching staff, try to get the hostel, you will enjoy.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWxo8billp6S6RuOypXttg0OSrjU6D7uS5bgsYErvfZWLg=w54-h54-p-rp-mo-ba5-br100","Shreel Amrite","Local Guide · 295 reviews · 715 photos","","","7 years ago","Sheer volume of students dosent allow for efficient management. Bureaucracy is another issue. However, still perhaps the best university in India.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVLnCh48ny2bRDV5ntca7tqJYZ9DSQc3QeQfiBr09SmsA=w54-h54-p-rp-mo-ba3-br100","Anand Parade","Local Guide · 4 reviews · 130 photos","","","4 years ago","This is the worst place on earth. They dont know about the circular their department has circulated. I dont know what these people think of themselves. Nobody will give you straight answer. Nobody is on time. Mu do not value their student. …","More","","Like","5","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV5Ewj-MUBZqZYsA_kSQrIYECCDLFKw2k00jEvplRDDTg=w54-h54-p-rp-mo-ba5-br100","A. R. Ansari","Local Guide · 191 reviews · 541 photos","","","5 years ago","Visited on 4th August 2018. Campus with good infra. Staff is very co-operative. Very much clean wash room. Ample parking space and greenery.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV1uVRqiPxNGaKmwMexssYx_WLYK8OHXbYgybeTUX_aHQ=w54-h54-p-rp-mo-ba7-br100","Gautam Chatterjee","Local Guide · 1,177 reviews · 4,754 photos","","","4 years ago","University of Mumbai us located near Fort area. Flora Fountain area is located near to it. Churchgate railway station is near to it also. It is well connected through road and it is also accessible through railway service.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIpL86TTBFa70RRFBj7o-qgt_rbz8Kp6jVO_w5QMnPa=w54-h54-p-rp-mo-ba3-br100","Devendra Wadhawan","Local Guide · 22 reviews","","","7 years ago","Visited after long time...& found lot of changes...due to less time l could not give keen interest... anyway in future l can be a good observer & helpful to you...l made one commercial book on National Highways of lndia. My hometown is Jabalpur MP.... and l found that many ammendments are needed in your Road Maps...","","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLISaV55b-kVbHBro_DyvxiBbE75Hr0XPlKON8Nqjyd=w54-h54-p-rp-mo-br100","NIKHIL HATE","2 reviews","","","7 years ago","If possible i'll give 0 star to you guys. F**k all website you guys always give trouble to students no one is pick up call, If you guys not able to pick the calls then why you guys share the contact number. This is very ridicules you guys …","More","","Like","3","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWDO4MnSh7WlV-L1tp1vC6bABSTumZN79kR_oti-7mmtg=w54-h54-p-rp-mo-ba3-br100","Shailesh Mistry","Local Guide · 5 reviews · 33 photos","","","8 years ago","I will call it university where you get  results by your luck not by knowledge.
The dumb can score more than smart.
They just see the handwriting and space for answer no matter if you not aware of main concept.They don't even search for it.","","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUcnWEMNww0XVZuYa2BYn1zlb_4wVcFwF6yrUdoD3a6FDE=w54-h54-p-rp-mo-ba4-br100","Ruchi Chudasama","Local Guide · 95 reviews · 120 photos","","","5 years ago","Worst university and worst PhD review committee, the committee meeting takes place whenever they have time (which usually takes place only once a year), even if they have time, they are least bothered about these meetings and which referees …","More","","Like","3","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUgATxf6Xv-MkjZtHb-KQlfY2Av6tcajI6ViOS648K3dN4=w54-h54-p-rp-mo-ba4-br100","Divyesh Bora","Local Guide · 87 reviews · 210 photos","","","5 years ago","In accordance with ""Wood's despatch"", drafted by Sir Charles Wood in 1854, The University of Bombay was established in 1857 after presentation of a petition from the Bombay Association to the British colonial government in India.The …","More","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLWzsaat7MXMU74lwT-pqipOszLP-t7yRXJs46S6l2T=w54-h54-p-rp-mo-br100","shikha potdar","2 reviews","","","5 years ago","Very Slow process I applied for Tc and migration I studied in ICL vashi past 9 months I am waiting for my Tc and migration pls Mumbai University my admission will get cancel if I didn't submit my Tc or Migration if u can't handle let college only provide the same","","","Like","3","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU3fRj24rAYEYiSrKZuG5OwWWpkymOt52EbcY9kXTpMZV8=w54-h54-p-rp-mo-ba5-br100","Sandeep Munet","Local Guide · 79 reviews · 743 photos","","","2 years ago","Mumbai University is carrying the architecture style of british colonial time and gives very mesmerising view.","","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIb-Xh4aXYdmbJNmHhAdiS_t_QXpuP21MBvfbJKFFVULQ=w54-h54-p-rp-mo-br100","Sandeep Kumar","9 reviews","","","a year ago","The University of Mumbai is one of the oldest and premier Universities of India.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWO_7JvCo_WMACwK1hvTTHXiX2mvYo2LLtwJyvU7R3-bGs=w54-h54-p-rp-mo-ba6-br100","Kishan suthar","Local Guide · 323 reviews · 198 photos","","","6 years ago","Not so much good place to it's scary and it's too near to graveyard government doesn't even think about education planning just keep on following old rules no more changes in education that's why India never came HDI increase","","","Like","3","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWE8Qqb1X4iVXh7lcT1SzwLtCMkOVkqPc9zIJrNuH86h9U=w54-h54-p-rp-mo-ba3-br100","Uttam Purohit","Local Guide · 24 reviews · 8 photos","","","8 years ago","The worst experience is of my own ..i got 3 marks....and cant apply for revaluation of papera also so applied for the photocopy....i calculated the marks with the help of a experianced teacher and come to know that i was getting 55 marks …","More","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWBcQZfGCCeFWcGGMUqfKHpqmMNj3Zivt83Lh0GMT-Ui6E=w54-h54-p-rp-mo-br100","Abdul Rehaman","15 reviews · 1 photo","","","a year ago","It's a best learning university of our country.  Good culture","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXdTJfPucbzd1WzlPbXUjZLcjGhYg6agKXdhTCScrKd4Rv0=w54-h54-p-rp-mo-br100","Rp","5 reviews","","","4 years ago","Earlier it was a good university but now dont ever join this university people themself dont know anything this is the worst University not only in india but whole world plz dont ever make the mistake of joining it u will regret it for life","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJ8e-bqiUfRvV3Ju5Da379bN59XC0hINzB4kbyFVKAd=w54-h54-p-rp-mo-br100","Prahalad Rana","16 reviews","","","a year ago","University of Mumbai campus very well and there study good and great.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV7ImHCoJC4IvhnDsAvsStack5hDuaP0RdY8hpuIR1pdw8=w54-h54-p-rp-mo-ba3-br100","Naimatullah Shaikh","Local Guide · 17 reviews · 19 photos","","","a year ago","This place is more expensive but so much beautiful place and wanderfull for share and injoy Mumbai and university of Mumbai and other benefits you can injoy see and see wind so most perfect place","","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWnCOOdL1Ur72G2ub9DbzYLyazvXEPqhX_DmQyJVeMEqQ=w54-h54-p-rp-mo-br100","Srujan V","17 reviews","","","a year ago","The University of Mumbai is one of the oldest and premier Universities of India","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV1912BrurIlNO90uy8xX3zJ6_NpVMGL29nsN6F_zQuciI=w54-h54-p-rp-mo-br100","samadhan dhomse","19 reviews","","","a year ago","emple of education. Best University in our country. Neat and clean campus.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVwHhGTS237IP8H87oTwjLXN_VJWz33O9j0HmPv0IG5Lh91=w54-h54-p-rp-mo-br100","Tapan Dutta","975 reviews","","","5 years ago","It is a large university.A variety of courses are available here. Great place with old architecture of stones. But education quality is not standard.","","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW0JrMX8S__1m3EILTTCaVNBEsOAkLyIb1pq39VWqVnTQ7O=w54-h54-p-rp-mo-ba4-br100","Piyush Parmar","Local Guide · 79 reviews · 272 photos","","","6 years ago","i am student of MU this is probably worst university in the world. no proper way of conducting examinations and declaration  of results whatsoever, officials are very rude to parents and students and ignores any questions completely","","","Like","9","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJHWQaiiBDYttMovZKUs8Itzgb-HmDh2kalMVP5vdQt=w54-h54-p-rp-mo-br100","Karthik Nair","9 reviews","","","8 years ago","Hi, I have nothing to do with the academic section. Its for the 'Eligibility and migration department' I am Captain in merchant ships so with my licence i can get 'BSc Nautical science equivalent' certificate but the process and the …","More","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXqBT5fp8jwK4anpw6D54IIcc0UPbP5toCNpQnuHSnh_tjp=w54-h54-p-rp-mo-br100","Snehal Gharate","15 reviews · 2 photos","","","a year ago","Best University of india,u can do here ur next education..","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLWk-bJyTPKq86IV7W_Y7wMS7iE52pcpKio4pDQLacs=w54-h54-p-rp-mo-br100","Sanil Mohanan","10 reviews · 2 photos","","","a year ago","Best infrastructure with quality education. One of Best University of India.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXk8dOaV-2TbPu_zAVJFJOgTo3bPC9SmYaRVHOK8-xA1j0=w54-h54-p-rp-mo-ba4-br100","Amaan Shaikh","Local Guide · 38 reviews · 144 photos","","","3 years ago","I visited this place only once and  what I could see was just like a drop in a huge ocean.I came here for participating in an event related to nanotechnology so I visited only the nanotechnology building. The greenery around was remarkable!","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWXfDmLJGT8vI_Sgpr0b8E-ZhE1NvYdObhUmbZY2-B9NNs=w54-h54-p-rp-mo-br100","Shivdatta Gholagi","6 reviews · 4 photos","","","6 years ago","Idiots are appointed in Mumbai University till now I have call them on their contact number 54 times, but no one is answering the call.
Someone have to tell them they are for our service, not we are for their service. Our government paying free salary to this stupid idiots.","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVDxAHl234XwoBkiMytICTT_3bARdeoYxgbXJyNfAf2bA=w54-h54-p-rp-mo-br100","Babita Kapoor","2 reviews","","","6 years ago","worst university ever these people dont receive the calls at all. for what they have hired god knows. worst management. if there's any rating in minus would like to giv that.","","","Like","4","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKincTmmL2n_5wMkgKj9lmJZmXUcADWyYmjwks3_Mci9g=w54-h54-p-rp-mo-ba3-br100","Mohammad Shadab Siddiqui","Local Guide · 37 reviews · 9 photos","","","6 years ago","Spoiled Uneducated idots are recruited here in mumbai university....even they dont know how to talk with others mannerless behaviour, they work according to their rustic mindset...i doubt these idiots check papers of students..","","","Like","5","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVOIBuG6oikxz49BMTIEDTclmr8cMaGAS2oHiEyt5kGp6hg=w54-h54-p-rp-mo-br100","Vaibhav Shinde","3 reviews","","","7 years ago","Third class university shameeee on your slow work. number show kelay to fkt navala ahe. Me reval la paper takla hota bt ajun responce nahi ki kahi nahi ekde year vaya challay amch tyach ahe ki nahi kahi. revalution dept 45 days madhe result …","More","","Like","4","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWiOI8DnkKTro7iOMVW2WdNPoTvxUzSg_sUvHN3-BswmA=w54-h54-p-rp-mo-br100","Athriya Srikanta","1 review","","","5 years ago","I have been trying to contact MU office on all the numbers listed, apparently half of which does not exist and the other half does not work.
Neither do we get a reply to emails sent, how does one get in touch with anyone here? Can any one pls suggest.???","","","Like","7","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU7rFa3bTCroC-JMltmrah5ayzIM231mJ1DbHOWyT9n6hY=w54-h54-p-rp-mo-ba6-br100","Abhinay Maurya","Local Guide · 159 reviews · 1,100 photos","","","6 years ago","India's oldest University which is provide around 480 courses and covers area taluka like Thane , Palghar, Ratnagiri, Raigad and many more","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocL-0H48DMDMqnByerPQIxHQ1hovDeyr121GaUvLQ14T=w54-h54-p-rp-mo-br100","Shaziyah Badgujar","1 review","","","7 years ago","Can anyone doing correspondence in kalina FYBA 2016-17 let me know the date to fill examniation form? and its procedure please i live far away from mumbai and its hard to me to reach there ask..  and no one in the staff is attending calls or mails","","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKfAxrE6fAqZgOz5XwpUYrHdvNC-9LiabeL7HQ8UYCGJg=w54-h54-p-rp-mo-ba2-br100","Nilesh Karande","Local Guide · 7 reviews · 12 photos","","","6 years ago","The worst university ever... Management not well.. Staff not well...No one give positive response in this university campus.. Students awaited from last 4 month for final year results but result are not declared...","","","Like","6","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUwCZjX7RNthuJlT4LZTnBMa-8IjOs9Rwrai50atl0gek1e=w54-h54-p-rp-mo-ba2-br100","Shubham Yadav","Local Guide · 16 reviews · 8 photos","","","5 years ago","Mumbai university it’s old university in the Mumbai .its offering so many courses for the student related to the different feild.its established on 18july 1857.","","","Like","5","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU8ZeO1-1YHi68qTfyvQ4KV_u3UhANhc6bhGDCelajx2uq_=w54-h54-p-rp-mo-ba5-br100","Siddharth Gupta","Local Guide · 163 reviews · 296 photos","","","6 years ago","It is said to be one of the first three Universities to be set-up in India. Sadly, newer universities have out done MU. Irregular results, dates, schedule have made it worse this year.","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUTJgvuQCdY5ss1OMjP_1Qj0NRF2YLVoUqNXpIrGY-xseN3=w54-h54-p-rp-mo-br100","Shefali Mallya","2 reviews","","","3 years ago","Hello
I have done my M.A. Education from IDOL, the University of Mumbai in the year 2016. Due to some reasons, I was unable to collect my convocation certificate. So can I get it after the lock-down gets over?","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVyiYyJLybrgfQj8i-k0QT1P5N-MZLr5uZ76bv6ESfSZa8t=w54-h54-p-rp-mo-ba4-br100","avinash chavan","Local Guide · 87 reviews · 437 photos","","","5 years ago","It's place where EDUCATION in all domain i provided and affiliated with lot of colleges not only in Mumbai,  but  outside colleges also..!! Good ranking..","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJZ0y9ccBOjg2mOUaTjwyD2J395bXgL91azTdKmbM9p=w54-h54-p-rp-mo-br100","tasneem raj","13 reviews","","","5 years ago","Worst University ever! They never pick up their calls and they never solve your problems in one go! You gotta visit the place 10000 times:/ Worst service ever.","","","Like","11","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVehw81jQwHRE3qqHYF8sMUSyVcQsrK083Jx_62FWZ6wwC7=w54-h54-p-rp-mo-ba3-br100","Deep Anam","Local Guide · 18 reviews · 64 photos","","","a year ago","The auditorium was so good and the environment was peaceful for students and professors","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUhNRFgIalcvLUpHwRDOapE72b4yf8NGuZvPGIm-HCZucm2=w54-h54-p-rp-mo-ba5-br100","Selvan Issac","Local Guide · 318 reviews · 276 photos","","","4 years ago","One of the oldest building in Mumbai. Educational institution in kalina santa cruz. IDOL and many other campus at one place","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKs2stjAaDzzYlnKetbBKLiqPo8eR5OfsjugVjknywo=w54-h54-p-rp-mo-br100","Sulabha Patil","1 review","","","4 years ago","Recently  the exam conducted for Engineering student for SEM I-& SEM -II
in the session June 2019 Students appeared in the exam but result showing ABSENT , till date  NO DECISION TAKES PLACE DUE TO UNDECLARED RESULT COLLEGE ARE NOT …","More","","Like","4","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocL9Mj726WVt0GZAObI94otIMiWopc9GRnF7Q-3I4-FX=w54-h54-p-rp-mo-br100","Shaheen Shah","7 reviews","","","4 years ago","Worst services ever. Phone calls NEVER answered. Enquiry counter never gives information. Once u pass out u never get the necessary services. To top it all the portal aaple sarkar has made it more convenient for them to ignore people who …","More","","Like","9","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVwsj83KUWUBZSyBIURpWF99dRERxvNCaWfav_0vffSZlf_=w54-h54-p-rp-mo-ba5-br100","Jeevan Pradhan","Local Guide · 179 reviews · 668 photos","","","8 years ago","one of the oldest University in India which has produced several  100 millions of educators who have become backbone for this country and even for the nation building","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUmV4xkCZyxtitU7Dr7FIP3p58DAnPqQLmRQVKGZ6O4XQ=w54-h54-p-rp-mo-br100","Sudeep Raj","1 review","","","2 years ago","My result is pending in Mumbai university from 2019 I do not get result of ty bcom poor condition because of this I do not get the proper job .","","","Like","8","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVeilXQp1TO2PlnblJzbkcFEC2_qJGTgwYyNcF9G2JSuQ=w54-h54-p-rp-mo-ba2-br100","amit","Local Guide · 9 reviews · 3 photos","","","6 years ago","Delays everything from exams to results. Worst University in all the university across the country. Gave me huge convocation certificate (after 3 years) which requires whole truck to carry.","","","Like","7","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJB80UHJno_ArHYVuXaXWVl9aAK73Man8ej6We-lbFO=w54-h54-p-rp-mo-br100","Bhoomika Maurya","13 reviews","","","a year ago","The best university i ever heard from students its amazing","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLivDPuyeDR5-9qYrWhE80SOgywFd2DVqGyYzUp0LJwJg=w54-h54-p-rp-mo-ba4-br100","Prashant Jibhakate","Local Guide · 101 reviews · 25 photos","","","7 years ago","It's totally fake university in the name of mumbai there's no response when you r going to call them, even their website is full fraud not giving any proper information.... They know only how to make scam...","","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKod3TGKTso8mam_fRWbEKSK8u4Mg3zY4urwfDj46DN=w54-h54-p-rp-mo-ba3-br100","Hitesh Patel","Local Guide · 33 reviews · 32 photos","","","5 years ago","A very poor service as alway expected for this government organization . If want to do a single work then you have to go 6 counters to complete that process .inquiry, inspection,cash payment,etc . MUST NEED A IMPROVEMENT IN THE SERVICE . …","More","","Like","3","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWL2d8nkUQIdpK8bhPUoUOlrImE8gONcCNQc8v5gcoD2RA=w54-h54-p-rp-mo-br100","Sharkshe S","3 reviews","","","7 years ago","T.Y.BMS Revaluation SEM VI results has not come since 2 months , & god knows how slow they are going to make it . People who go through this waste a year of their education because of how slow and sick Mumbai University is .","","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW--kUxO0U_Jsk-0zbwvoRKhD3lxu0aRRy97mBI1ytTi7pR=w54-h54-p-rp-mo-br100","Vaishnavee Patil","3 reviews · 2 photos","","","5 years ago","They have a very slow process. They dont carw about the student's future. I have been asking them for my result for 4 months now and yet they haven't helped. I cannot apply for a job or higher studies because of this. Very shameful","","","Like","4","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLuO9dLW6icsVpYeFGg8PnDMRfgFkXll0INL6CIVDUF=w54-h54-p-rp-mo-ba3-br100","Omkar Tekalkar","Local Guide · 25 reviews · 44 photos","","","4 years ago","Worst experience in result declaration University take 3 month and is marksheet provide 6 month after later college said University not sent it and University said already sent to college worst do not admission here for lossing your year","","","Like","4","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV0mJ0kaiWgKkrglN6meehlFYQ0jnf5E7vHFpv6N8uTK0W5=w54-h54-p-rp-mo-ba3-br100","Manish Pawar","Local Guide · 29 reviews · 99 photos","","","6 years ago","After Waiting For 4 Months Still My TY B. Com Result Is Not announced, i Just Feel So Irritated, Frustrated. This Guys Don't Even Pick Up The Call For Giving Any Reason. I Usually Had Many Bad  Experiences For Getting Late Results, But This One Was The Worst. I Don't Trust This University Anymore.","","","Like","2","","Share","",""
